r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.5288466696982742,0.5250623055994651,0.15838301619470563,139.74518727326074,5.4981772808173605e-80,4,215.6841564571707,-419.3683129143414,-394.04477189374296,12.492419549828329,498,503
